Date,ARNE,Total_cloud_cover,Total_precipitation,Downward_Long-Wave_Rad_Flux,Downward_Short-Wave_Rad_Flux,Pressure,Precipitable_water,Specific_humidity_height_above_ground,Total_Column-Integrated_Condensate,Minimum_temperature,Temperature_height_above_ground,Temperature_surface,Upward_Long-Wave_Rad_Flux_surface,Upward_Long-Wave_Rad_Flux,Maximum_temperature
19940111,12005100,0.0,0.0,0.90860677,0.0,0.97738075,0.10640631,0.14328025,0.00032483594,0.9116898000000001,0.9115761999999998,0.9062600000000001,0.6776475000000001,0.7494289000000001,0.90860677
19940112,11493000,0.00048402709999999997,0.0,0.90717113,0.0,0.97672534,0.15815036,0.15078594,0.00095026614,0.91219354,0.91809183,0.91185504,0.66505265,0.7272706,0.90717113
19940113,12289200,0.0,0.0,0.91771096,0.0,0.97645646,0.13740624,0.11186638,0.00036362227,0.9224108,0.9223125,0.91757077,0.7015806,0.75770265,0.91771096
19940114,12393000,0.0,0.0,0.89865506,0.0,0.9846187,0.16060525,0.119623736,0.00032968419999999997,0.893789,0.8937771000000001,0.8947746999999999,0.64899373,0.7371525,0.89865506
19940115,10750200,0.12342692,6.63526e-05,0.89338034,0.0,0.9701868,0.19824684,0.14563425,0.12408732,0.8981108,0.9048599,0.9051302999999999,0.6453393,0.52296036,0.89338034
19940116,7187100,0.0,0.0,0.89302915,0.0,0.9830926999999999,0.13569225,0.12771364,2.4241483e-05,0.89097846,0.8909849,0.8889809000000001,0.6303966,0.6988248,0.89302915
19940117,12486600,0.0053242976,2.2117534e-05,0.86478806,0.0,0.9932224000000001,0.14110911,0.05836084,0.004998594,0.86734635,0.8672568000000002,0.86987793,0.56872046,0.67127424,0.86478806
19940118,13158300,0.0,0.0,0.8751329,0.0,0.9819181,0.13910331,0.07360652,9.696593e-05,0.88254964,0.88624907,0.8845769,0.5933111,0.71412766,0.8751329
19940119,13200900,0.006776379,0.00015482271999999999,0.8998437,0.0,0.98795915,0.13202572,0.12551214,0.0071803284999999994,0.890808,0.89080995,0.8916513,0.6373426999999999,0.75276464,0.8998437
19940120,3088800,0.00048402709999999997,0.0,0.8831257,0.0,0.9930245000000001,0.19085701,0.1294264,0.0008145139999999999,0.88951135,0.8932905000000001,0.88962597,0.6090011,0.72297794,0.8831257
19940121,4468500,0.006776379,0.0,0.9103565,0.0,0.98276013,0.30720603,0.25374517,0.0070203340000000005,0.91754943,0.92169493,0.9189029000000001,0.69381523,0.6306562,0.9103565
19940122,8875800,0.0,0.0,0.91496694,0.0,0.9757709000000001,0.13368893,0.20177282,0.00042665013,0.9178004999999999,0.91765875,0.90945137,0.6919097,0.8040575,0.91496694
19940123,12936900,0.009196515,0.0,0.9234722,0.0,0.9710032,0.17634366,0.22084238,0.009735381,0.9299833000000001,0.9300139999999999,0.9256129999999999,0.7267276,0.7665199,0.9234722
19940124,9348300,0.0009680541999999999,0.0,0.9300107,0.0,0.97065336,0.14536157,0.18576421,0.0016678143,0.93333334,0.93334883,0.92633694,0.7328859000000001,0.81068116,0.9300107
19940125,11722200,0.0033881896999999996,0.13513812,0.92995125,0.0,0.95973265,0.17773457,0.38039932,0.0035828920000000003,0.9286151,0.94111913,0.9399463,0.746376,0.7267022,0.92995125
19940126,12958500,0.0024201355,0.0,0.8900724,0.0,0.9701145,0.13760544,0.11177208,0.0031271515999999997,0.8978322,0.8977738000000001,0.89759845,0.6423161999999999,0.72238106,0.8900724
19940127,12311700,0.0,0.0,0.891365,0.0,0.9793662000000001,0.11226329,0.12566014,0.00038786372,0.89738095,0.8974486999999999,0.89567804,0.63695824,0.7254604,0.891365
19940128,13994700,0.005324298000000001,0.0,0.8935755,0.0,0.9794984,0.14010386,0.14151418,0.0055755423,0.8969383,0.89698666,0.89345604,0.6351486,0.6874903,0.8935755
19940129,13456800,0.41093900000000005,0.061929099999999994,0.90002006,0.0,0.9806681999999999,0.16973431,0.16691741,0.4111647,0.90304095,0.90295213,0.90529823,0.6693555,0.49772784,0.90002006
19940130,5629200,0.0,0.0,0.86892056,0.0,0.9933154000000001,0.063683815,0.0716544,0.00035877398,0.87102586,0.87113595,0.8703382,0.5717944,0.6618225999999999,0.86892056
19940131,15261300,0.0053242976,0.0,0.87388116,0.0,0.9864689,0.0764609,0.08763838,0.005648266,0.8809911,0.8829555,0.8789719000000001,0.5823979,0.6804591999999999,0.87388116
19940201,14397000,0.00048402709999999997,0.0,0.87966514,0.0,0.9828475,0.07755801,0.08576819,0.0015611517000000002,0.88324887,0.88974196,0.8852879000000001,0.5906401,0.6976496,0.87966514
19940202,15409500,0.014520812,0.0,0.8900438,0.0,0.97647756,0.09658816,0.13138495,0.014472167,0.8959405999999999,0.90076095,0.8924533000000001,0.613637,0.64579797,0.8900438
19940203,14030400,0.00048402709999999997,0.0,0.9106665,0.0,0.9782822,0.16863689999999998,0.15322679999999997,0.0008145139,0.90328175,0.9032631999999999,0.9018995999999999,0.66974723,0.7138734,0.9106665
19940204,13964700,0.0,0.0,0.9092357,0.0,0.9770283000000001,0.16555619,0.14796056,0.0004993746,0.90339863,0.9033960999999999,0.9020786,0.66908646,0.7259493,0.9092357
19940205,15006000,0.0,0.0,0.90707546,0.0,0.97185254,0.12433431,0.15892231,7.272446e-05,0.91624635,0.9162773999999999,0.91197395,0.680994,0.77133137,0.90707546
19940206,14145000,0.040658272999999995,0.0,0.92114687,0.0,0.9702839,0.13924915,0.14738953,0.04038631,0.9234705,0.9242497,0.918797,0.70968187,0.6464478,0.92114687
19940207,4820700,0.24201357,0.0,0.9049933000000001,0.0,0.96444726,0.35429165,0.12579517,0.24286091,0.8999368000000001,0.9165639999999999,0.9169091,0.6651851,0.53399515,0.9049933000000001
19940208,1974300,0.0029041625,0.0009068188400000001,0.8621373999999999,0.0,0.9836773999999999,0.13923737,0.03850569,0.0026714115000000004,0.864516,0.86467385,0.86953974,0.5797182,0.60020024,0.8621373999999999
19940209,16284900,0.0,0.0,0.86569214,0.0,0.9803725000000001,0.103080995,0.041846044,0.0015417583,0.87529325,0.8761738000000001,0.8740110000000001,0.57091385,0.72672766,0.86569214
19940210,16312800,0.0019361085000000001,0.0,0.8886483000000001,0.0,0.97502303,0.14340971,0.08636176,0.0017502351000000002,0.8955921,0.8957110999999999,0.89248294,0.622795,0.7390107,0.8886483000000001
19940211,12842100,0.0,0.0,0.9228692,0.0,0.9734834000000001,0.1331427,0.14320593,0.00016484209999999998,0.90607834,0.90605843,0.9060568999999999,0.7002808,0.78264624,0.9228692
19940212,15043200,0.0,0.0,0.8939334000000001,0.0,0.99253607,0.05108452,0.07977278,0.00026665637000000003,0.8932742,0.8938510000000001,0.88592553,0.6221936,0.74235404,0.8939334000000001
19940213,17266200,0.012100678,0.0,0.91298485,0.0,0.9807314,0.04358473400000001,0.06994904,0.011917113,0.91776496,0.91772634,0.91309303,0.68999773,0.7284538,0.91298485
19940214,11619600,0.0,0.0,0.918957,0.0,0.98132116,0.12272833,0.13615881,0.0008969349400000001,0.91729057,0.9191982,0.91542965,0.69513154,0.68962383,0.918957
19940215,17132700,0.0,0.0,0.91687715,0.0,0.9826456,0.10512195,0.13677412,0.00017453869999999998,0.9240204,0.9240796999999998,0.9183763,0.7004826,0.78755975,0.91687715
19940216,15827700,0.014520812,0.0,0.93502694,0.0,0.97397435,0.14558548,0.16165810000000003,0.014166725,0.93908954,0.9391206,0.93427324,0.7591683000000001,0.7333441999999999,0.93502694
19940217,15024000,0.027589545,0.00013270519,0.94124144,0.0,0.9641192,0.35758698,0.37509418,0.028367387,0.94203794,0.94215804,0.9411048000000001,0.78102416,0.7842845,0.94124144
19940218,10921500,0.044530492000000005,0.0,0.9412001,0.0,0.961535,0.11965515,0.15819629999999998,0.04473039,0.94452435,0.9445495999999999,0.94011164,0.7818246,0.7272409000000001,0.9412001
19940219,4932900,0.0,0.0,0.93151677,0.0,0.9697742,0.122066446,0.112180896,0.00038786372,0.93429565,0.93425745,0.9296466,0.7434895,0.78024274,0.93151677
19940220,17777100,0.010164568,0.0,0.9052686,0.0,0.97994524,0.15014757,0.12964329,0.009182675,0.90795654,0.9079271000000001,0.90736884,0.67713004,0.7275655,0.9052686
19940221,2630700,0.13310747,0.037909452,0.91129684,0.0,0.96587604,0.26735887,0.26757774,0.13271728,0.9185377,0.92223865,0.9237395,0.71008694,0.71615404,0.91129684
19940222,3276300,0.00048402709999999997,0.0,0.8844283000000002,0.0,0.97643477,0.07855979,0.09444186,0.0011490464999999999,0.88974726,0.8897493000000001,0.89085203,0.6242154000000001,0.7046292,0.8844283000000002
19940223,18085200,0.0,0.0,0.89183474,0.0,0.9713606,0.09075457599999999,0.113388635,0.00052361604,0.9012278,0.90163356,0.8986223,0.6373131,0.7217951,0.89183474
19940224,18709500,0.0014520813000000001,0.0,0.938032,0.0,0.9754332,0.17383541,0.13279462,0.002545356,0.90163267,0.9015544,0.90548384,0.73620653,0.79486954,0.938032
19940225,19067100,0.0,0.0,0.8829805000000001,0.0,0.98879665,0.15412712,0.057621486,0.0002908978,0.88710517,0.8870646000000001,0.88888353,0.619542,0.712288,0.8829805000000001
19940226,19158000,0.032429818,0.0,0.889392,0.0,0.98043126,0.1832249,0.08417605,0.032129664,0.897016,0.8971015999999999,0.89710414,0.6346954,0.69808006,0.889392
19940227,17646600,0.03533398,0.037511334,0.9175091000000001,0.0,0.9663649,0.29628226,0.31269133,0.034529574,0.9200492,0.9290219999999999,0.929056,0.71733254,0.6372383,0.9175091000000001
19940228,2766600,0.06389158,0.015460156000000001,0.90279424,0.0,0.9793006999999999,0.2485391,0.18273889,0.06309574,0.90832245,0.9083008,0.9102667,0.68245673,0.60298383,0.90279424
19940301,11107200,0.0,0.0,0.91197497,0.0,0.97917265,0.18941663,0.21229063,4.3634678000000004e-05,0.91923875,0.9234819,0.91883075,0.6905707,0.7732664,0.91197497
19940302,19510800,0.0,0.0,0.9305699000000001,0.0,0.97683835,0.18827613,0.19215126,0.0002908978,0.9374316999999999,0.9373374,0.93193233,0.7432583,0.812469,0.9305699000000001
19940303,16928100,0.0,0.0,0.9458777,0.0,0.96845627,0.15084247,0.12056523,0.000441195,0.9454790999999999,0.94546866,0.9386089,0.7837189,0.7845813,0.9458777
19940304,19740600,0.0,0.0,0.94204307,0.0,0.96838576,0.20370911,0.30819908,0.00043149848,0.94209975,0.9420413000000001,0.9356976,0.77075905,0.82227045,0.94204307
19940305,18577800,0.016940948,6.63526e-05,0.9472519,0.0,0.9661133,0.3274905,0.48663738,0.017153274,0.95054597,0.9505944,0.94939077,0.80751354,0.7773348000000001,0.9472519
19940306,13329000,0.041626334,0.0076526664,0.93477327,0.0,0.97513175,0.29200435,0.27218035,0.04176323,0.9345117000000001,0.934524,0.9385421,0.7730180999999999,0.8320614,0.93477327
19940307,12106800,0.6403678,0.2409705,0.91425097,0.0,0.97980434,0.34477723,0.21703242,0.64176905,0.9128185999999999,0.9127564,0.9137124,0.7072142,0.5429049,0.91425097
19940308,6401400,0.032913845,0.014022516,0.8900273999999999,0.0,0.98345274,0.17240849,0.15015478,0.03310417,0.8965308000000001,0.8966540999999999,0.89640707,0.6406758,0.57566565,0.8900273999999999
19940309,21718800,0.0,0.0,0.8936196,0.0,0.98218447,0.11380084,0.12811938,2.4241483e-05,0.90258306,0.90328985,0.89673346,0.63303965,0.7238021,0.8936196
19940310,21636900,0.0058083245999999995,0.0,0.90986717,0.0,0.97789204,0.12381302,0.19036591,0.005556149399999999,0.9181509,0.9181278,0.91307193,0.68385476,0.7411233,0.90986717
19940311,20223600,0.0677638,0.0,0.9243205,0.0,0.9779952,0.25515953,0.22917071,0.06758527,0.928541,0.9284771,0.9275002,0.73454666,0.5862809,0.9243205
19940312,11346600,0.0,0.0005308208,0.92181283,0.0,0.9864364999999999,0.14481375,0.19870591,0.00087269343,0.9220315,0.9219642,0.919392,0.71958286,0.7352274000000001,0.92181283
19940313,21314400,0.0,0.0,0.93172103,0.0,0.97561586,0.10550303,0.18183142,0.00042665013,0.93593776,0.9359809000000001,0.9316251,0.74844235,0.8321881999999999,0.93172103
19940314,21390900,0.0,0.0,0.94731283,0.0,0.97123355,0.25165835,0.25341773,0.00031998759999999997,0.94553256,0.9454790999999999,0.94320124,0.79148775,0.8118380000000001,0.94731283
19940315,21635700,0.0,0.0,0.9322485,0.0,0.9745768,0.15427760000000001,0.21101543,0.0006642166999999999,0.9382814,0.93850136,0.9341245000000001,0.7513871,0.8146426999999999,0.9322485
19940316,21521700,0.044530492000000005,0.0,0.9505039000000001,0.0,0.9606328000000002,0.19869031,0.25388426,0.04464312,0.9615528,0.9622381999999999,0.9585864,0.82618827,0.68929726,0.9505039000000001
19940317,19411800,0.0,0.0,0.9611549,0.0,0.9661989,0.15570319,0.20199327,0.0001406006,0.95465183,0.95460594,0.950946,0.83080417,0.8595838,0.9611549
19940318,21842700,0.051790904000000006,0.0,0.9509049999999999,0.0,0.96106565,0.3434989,0.30823815,0.05133862,0.957216,0.95715284,0.95620185,0.82797563,0.60953623,0.9509049999999999
19940319,18477900,0.15295257,0.0,0.9674914000000001,0.0,0.9555401,0.31103662,0.18139444,0.15326437,0.97651017,0.9780903000000001,0.97526723,0.8790332000000001,0.6381853,0.9674914000000001
19940320,16267500,0.0,0.0004202331,0.9313601999999999,0.0,0.97406036,0.11425737,0.18255435,0.0006739133,0.9314181999999999,0.9314068000000001,0.9297504999999999,0.7555168999999999,0.7869738000000001,0.9313601999999999
19940321,23205000,0.0,0.0,0.9385616,0.0,0.9674978999999999,0.14367959,0.17658769,4.8482965e-05,0.9437071,0.94358075,0.94135445,0.7789729000000001,0.8606162,0.9385616
19940322,21231900,0.015004838999999999,0.0,0.95759904,0.0,0.9570334,0.10769855,0.1838221,0.015058812,0.95856714,0.95853955,0.95346355,0.835573,0.8551451999999999,0.95759904
19940323,22046100,0.06727976,0.0,0.9516269,0.0,0.9672569,0.23077975,0.08872730000000001,0.06802161,0.94200754,0.94205403,0.94350463,0.8034690999999999,0.56678605,0.9516269
19940324,12696900,0.0029041625,0.0,0.90940624,0.0,0.9790071,0.24306065,0.12014116,0.0032774490000000004,0.9124509,0.9124684000000001,0.91058487,0.6843020000000001,0.7518194,0.90940624
19940325,10425300,0.0038722170000000003,0.008294076,0.92295533,0.0,0.9605646999999999,0.3152224,0.3424937,0.0043586195,0.9330429,0.9343503000000001,0.93251884,0.73855567,0.77251804,0.92295533
19940326,7297800,0.12294289,0.0012606996,0.9223696,0.0,0.9679281,0.15617877,0.099388234,0.122555256,0.9283181999999999,0.92841816,0.92964876,0.73850834,0.6134893,0.9223696
19940327,19297200,0.0,0.0,0.90418917,0.0,0.9811107,0.07487217,0.07142163,0.00029574610000000003,0.904286,0.9042036,0.901243,0.6597666999999999,0.7219026999999999,0.90418917
19940328,24732900,0.0,0.0,0.9208767,0.0,0.9774288000000001,0.17622355,0.16651607,0.0018617462,0.92273563,0.9228101000000001,0.92130727,0.71341944,0.759188,0.9208767
19940329,24143400,0.00048402709999999997,0.0,0.9132290000000001,0.0,0.98989123,0.08637692,0.09730043,0.0010375356,0.90503305,0.90508395,0.90193504,0.6924714,0.5853957,0.9132290000000001
19940330,24785400,0.0,0.0,0.91923314,0.0,0.9794794,0.12711003,0.12536414,0.00022786998,0.9271360999999999,0.92704666,0.9243658000000001,0.7202309,0.7774244,0.91923314
19940331,24765300,0.0,0.0,0.93776506,0.0,0.9717459,0.15782781,0.17866316,8.726934000000002e-05,0.9412601,0.9412961999999999,0.93610036,0.7654983,0.82109416,0.93776506
19940401,23573700,0.010648595,0.0,0.95306724,0.0,0.96280026,0.20468067,0.31836277,0.010617771000000002,0.9529003,0.95286244,0.95088285,0.8221965,0.78379935,0.95306724
19940402,19441200,0.0,0.0,0.91449535,0.0,0.98080355,0.13369419,0.19761118,0.000179387,0.9151963,0.9154293,0.9113374,0.699687,0.7852515,0.91449535
19940403,24947700,0.06437561,0.0,0.9347385,0.0,0.9644421999999999,0.20654431,0.17556807,0.064104185,0.94379884,0.9441178,0.9431033999999999,0.7744501,0.6259515,0.9347385
19940404,10590000,0.04501452,0.00037599806000000003,0.9359114,0.0,0.9680840000000001,0.24671295,0.1670227,0.045826107000000005,0.91745406,0.9174382999999999,0.9218386999999999,0.73010504,0.73052615,0.9359114
19940405,5364900,0.0,0.0,0.88890076,0.0,0.9807908999999999,0.112066835,0.13395804,0.00025211144,0.894849,0.8948096,0.89342237,0.63116294,0.71471345,0.88890076
19940406,24857400,0.1195547,0.0,0.9170702,0.0,0.9744193000000001,0.14891122,0.10701897,0.12015534,0.92465824,0.92465883,0.9253336999999999,0.7195223000000001,0.5939422,0.9170702
19940407,21814200,0.014520815,0.0,0.9370955,0.0,0.96689785,0.20708548,0.186105,0.014428533,0.9357798,0.9364369,0.93151706,0.76778233,0.75957346,0.9370955
19940408,19620300,0.19264279999999998,0.004357154,0.944573,0.0,0.96035916,0.33587286,0.46309754,0.1925356,0.9512472,0.9512818999999999,0.95250565,0.8137734999999999,0.52527714,0.944573
19940409,18896100,0.08615682,0.009134541,0.94609576,0.0,0.9647300999999999,0.31215802,0.36846957,0.08599425,0.9433771000000001,0.9433939,0.94673395,0.80650157,0.7391788,0.94609576
19940410,3816000,0.25121006,0.09694114,0.9216549,0.0,0.96673447,0.42177156,0.33423966,0.25298899999999996,0.9313935999999999,0.9333822,0.9355545,0.7442869000000001,0.71319836,0.9216549
19940411,9685200,0.0,0.0,0.9093515999999999,0.0,0.9745708000000001,0.17001462,0.18469605,0.00023271827,0.9199924999999999,0.9200536,0.9188071,0.6994834,0.7526476,0.9093515999999999
19940412,22710000,0.0,0.0,0.9367796999999999,0.0,0.96840787,0.1090212,0.12424742400000001,0.00019393186,0.943157,0.9431344000000002,0.9383877,0.7676215000000001,0.8360088999999999,0.9367796999999999
19940413,25595400,0.0,0.0,0.9566339,0.0,0.9576595999999999,0.15759679999999998,0.13687465,0.00034907742999999995,0.9576665999999999,0.9576665000000001,0.95249194,0.82536256,0.8353210999999999,0.9566339
19940414,24696300,0.015972896,0.0016809326,0.9513795,0.0,0.9721523999999999,0.28420132,0.23693922,0.016508453,0.94581795,0.94581425,0.9476648000000001,0.8121752,0.75311065,0.9513795
19940415,26897100,0.0,0.0,0.93730193,0.0,0.9822690999999999,0.15321402,0.13628699,0.0001551455,0.9432881,0.9437226000000001,0.93986785,0.7691766999999999,0.8244833,0.93730193
19940416,27065700,0.0,0.0,0.95276165,0.0,0.97876036,0.19343431,0.16901092,1.4544891e-05,0.9554151,0.95538443,0.95267326,0.8206302,0.8585448,0.95276165
19940417,26855100,0.00048402709999999997,0.0,0.95484674,0.0,0.97178465,0.18969360000000002,0.1472616,0.0013575229999999998,0.95739156,0.9574863000000001,0.95503366,0.8284513000000001,0.83849084,0.95484674
19940418,24706500,0.05372701,0.0,0.9609563,0.0,0.9710937,0.26570842,0.25287142,0.05330218,0.96533084,0.96528554,0.96428335,0.85780895,0.6277268,0.9609563
19940419,25906500,0.0062923525,0.0,0.9583659999999999,0.0,0.97553134,0.49636793,0.53428644,0.0068942783,0.9604999,0.96048707,0.95983386,0.84426326,0.748456,0.9583659999999999
19940420,25998600,0.00048402709999999997,0.0,0.9599654000000001,0.0,0.9708528000000001,0.40996245,0.49807882,0.0018762910999999998,0.96432567,0.96420217,0.9627790999999999,0.8545586,0.80421835,0.9599654000000001
19940421,17369700,0.015488868000000001,0.0069449055,0.9534488999999999,0.0,0.9720784,0.53589964,0.51957715,0.016033318,0.9574649,0.9585406999999999,0.9580561,0.82801914,0.7775791,0.9534488999999999
19940422,15955800,0.030493705,0.00066352607,0.9504261,0.0,0.9692091,0.549854,0.5835113000000001,0.029846118999999997,0.9583359,0.9608561999999999,0.9624681,0.8319962,0.83444977,0.9504261
19940423,16663200,0.022749275,0.0032070426,0.96342224,0.0,0.96171993,0.5306503,0.47616044,0.022733664,0.96729404,0.96733904,0.96692264,0.8678159,0.73038274,0.96342224
19940424,20541600,0.0033881896999999996,0.0,0.9612173,0.0,0.9547094,0.41453624,0.4617887,0.0035780433,0.9663644,0.96646565,0.9653520000000001,0.8571576999999999,0.86423826,0.9612173
19940425,25299600,0.0,0.0,0.95104057,0.0,0.9587213,0.1498753,0.11696445,0.0005624025,0.9524554000000001,0.9524800999999999,0.9496101,0.8124333,0.8346968000000001,0.95104057
19940426,28351800,0.0038722170000000003,0.0,0.9412073000000001,0.0,0.9741749,0.28618687,0.11681880000000001,0.0044701295,0.9218280000000001,0.9218061,0.9239786,0.7482432,0.7947489000000001,0.9412073000000001
19940427,4358400,0.008712488000000001,0.052330084000000006,0.9089898000000001,0.0,0.9735726,0.2862369,0.23528838,0.008872384,0.9176397,0.9190691999999999,0.9203658000000001,0.70626956,0.74826026,0.9089898000000001
19940428,25331700,0.120038725,0.0,0.9196626,0.0,0.9821605999999999,0.27802676,0.17236355,0.12011656,0.92111737,0.9211832,0.9242367,0.7221131,0.6134111,0.9196626
19940429,3891300,0.0014520813000000001,0.00028752792,0.90510464,0.0,0.98042154,0.23210198,0.21640123,0.0024629352,0.9123761,0.91222024,0.9121495000000001,0.68701863,0.76334643,0.90510464
19940430,14108700,0.0,0.0,0.9137265,0.0,0.9799869000000001,0.2622753,0.23456009,0.00018423529999999998,0.91718334,0.91709024,0.9165554,0.70058644,0.7687528,0.9137265
19940501,24332100,0.10842207,0.036648754,0.92852396,0.0,0.97055376,0.42824438,0.3710429,0.108815186,0.9384507,0.9384053,0.94009477,0.76598996,0.53367114,0.92852396
19940502,4293000,0.03291384,0.0037820982,0.92489845,0.0,0.97407925,0.35228790000000004,0.33482227,0.03335143,0.9325314,0.9335261999999999,0.93447685,0.75015086,0.7806147,0.92489845
19940503,14580300,0.0062923525,0.012230996000000001,0.93424696,0.0,0.97214574,0.36715624,0.4023111,0.0066712572999999996,0.94279206,0.9429648000000002,0.9420671999999999,0.78013647,0.60004735,0.93424696
19940504,21523800,0.0,0.0,0.9464991,0.0,0.97458315,0.49470420000000004,0.5087881,0.0006836099,0.9534956,0.9534283000000001,0.9531658000000002,0.81351286,0.8274315000000001,0.9464991
19940505,25340100,0.012584705,0.0,0.96224314,0.0,0.96449655,0.4253105,0.55782765,0.013206762,0.97051257,0.9704554,0.96932393,0.87002975,0.75254637,0.96224314
19940506,23332200,0.040658277,0.011633823,0.9494971,0.0,0.9732168,0.38567942,0.35526314,0.04026511,0.94941896,0.9493839,0.95170546,0.82331634,0.77348053,0.9494971
19940507,21101700,0.099709585,0.00039811562999999997,0.9432187,0.0,0.9697455,0.43736306,0.37347054,0.09930283,0.9488,0.9487918,0.9497725,0.80439013,0.4765417,0.9432187
19940508,17762700,0.09825750400000001,0.021033775,0.95716196,0.0,0.96781296,0.5025567,0.5637988,0.098434985,0.9595068999999999,0.95966434,0.96076524,0.8423854,0.49587613,0.95716196
19940509,11819400,0.018877057,8.847014000000001e-05,0.94619966,0.0,0.97667986,0.46859023,0.49674693,0.019179866,0.9524039000000001,0.95296556,0.9527481,0.80924934,0.7246073000000001,0.94619966
19940510,13800300,0.071636006,0.011479000000000001,0.95636046,0.0,0.9727794,0.48794740000000003,0.57904446,0.07205539,0.9624398999999999,0.9632120000000001,0.963749,0.85284084,0.8180651,0.95636046
19940511,19225500,0.050822847000000004,0.012584876000000002,0.96036977,0.0,0.9705808000000001,0.5973338,0.62691784,0.05085864,0.96471274,0.9659767,0.96536285,0.85402995,0.5390725000000001,0.96036977
19940512,20026200,0.0014520813000000001,0.0026762217999999997,0.96006095,0.0,0.964009,0.43908682,0.57360655,0.002511418,0.96208644,0.96212393,0.9619619,0.8517087,0.73569566,0.96006095
19940513,26107500,0.0053242976,0.0007077611,0.9545443000000001,0.0,0.9594716999999999,0.42186716,0.48519132,0.0059294672999999996,0.9562666999999999,0.9591516,0.9578108,0.82773155,0.76734257,0.9545443000000001
19940514,20496600,0.0,0.0,0.9466292,0.0,0.9725428,0.25208739999999996,0.32341227,0.00048482974,0.94496185,0.9467681999999998,0.9429861999999999,0.7864526999999999,0.84641075,0.9466292
19940515,29208300,0.0,0.0,0.95385486,0.0,0.97293997,0.34057709999999997,0.44887355,0.0009163283,0.95554703,0.9556007,0.95491594,0.8278188,0.8530063,0.95385486
19940516,28825200,0.07938044,0.004777387,0.9618064000000001,0.0,0.97032547,0.5046452,0.6806661,0.079095125,0.96878135,0.9720921999999999,0.9742492,0.8725488000000001,0.8624961999999999,0.9618064000000001
19940517,23896200,0.05759923,0.004069627,0.96198225,0.0,0.9730790000000001,0.5321157,0.67799574,0.058266837,0.96971047,0.9719945,0.97448057,0.8756268,0.86162597,0.96198225
19940518,18213900,0.0024201355,0.0,0.9587821,0.0,0.9740769,0.3834048,0.48621094,0.0031465447999999997,0.96047425,0.9609139999999999,0.9603968,0.84713894,0.73615193,0.9587821
19940519,27535500,0.0,0.0,0.95643884,0.0,0.9712156999999999,0.39779946,0.4665469,0.00041695352,0.95840174,0.9586346,0.9584405999999999,0.8370914,0.8472905999999999,0.95643884
19940520,27642000,0.0,0.0005087033,0.9580037,0.18181819,0.9708972,0.43224987,0.45193240000000007,7.272446e-05,0.9588287,0.9588361999999999,0.9592688,0.84309727,0.8540207000000001,0.9580037
19940521,26880000,0.017909002,0.01282817,0.95902705,0.0,0.97263795,0.48813003,0.49912602,0.01756538,0.96214557,0.96238285,0.9620837999999999,0.8489439000000001,0.6840204000000001,0.95902705
